"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"TNNT2",-0.843898191277284,7.93046734566632,-9.37673878107357,1.37827132651866e-14,1.57409159655982e-10,22.5122101370305,"No"
"TPK1",-0.471649734769078,7.83972448378711,-9.34562536854523,1.58814669480887e-14,1.57409159655982e-10,22.3788023602261,"No"
"TOX",-0.6012768554502,9.40383615720787,-8.4826126899721,8.13949383001663e-13,5.37830620641399e-09,18.6668292705795,"No"
"FMN1",-0.76263787681196,8.56691161896077,-8.32369046216849,1.67973064541208e-12,7.69916852402568e-09,17.9825048945627,"No"
"MMD",0.724537524721768,10.3350351307154,8.29184971270821,1.94197864198802e-12,7.69916852402568e-09,17.8454366111114,"No"
"EFNA5",-0.699642779095521,9.67569740763218,-8.10471152533825,4.55232098889804e-12,1.50401098271543e-08,17.0402870880739,"No"
"SEC16B",-0.288922258816624,7.5993383339357,-7.54154247048221,5.84480768888279e-11,1.41109998028982e-07,14.6260193011321,"No"
"P2RX6",-0.368460173884118,7.54873836066851,-7.53810548886876,5.93615221218923e-11,1.41109998028982e-07,14.611344948785,"No"
"KCTD4",0.82053774056432,7.90579610416819,7.51058676620836,6.72066130456464e-11,1.41109998028982e-07,14.49388574468,"No"
"ARHGAP6",0.737761267414322,7.76691800494342,7.49783161179578,7.11849861418464e-11,1.41109998028982e-07,14.4394628221478,"No"
"PHYH",-0.282668664230005,7.75658216655854,-7.41083856071558,1.0533159251491e-10,1.89817105311187e-07,14.0686468217845,"No"
"ADPRHL1",-0.374770049128068,7.6262625089511,-7.3472444096201,1.40202384880544e-10,2.24428941872811e-07,13.7979923490392,"No"
"TADA2A",-0.267117432810711,8.61433343559408,-7.33643250283478,1.47181367318093e-10,2.24428941872811e-07,13.7520146353518,"No"
"CBLN2",-0.887593003810911,9.48385890025674,-7.28437380202137,1.85934863767189e-10,2.63270486032641e-07,13.5307930847535,"No"
"WSCD1",0.316281269055306,7.96423463305862,7.26617048673995,2.01755370845439e-10,2.66626447751276e-07,13.4535022954441,"No"
"RAB3B",0.959268927699249,8.75756315716091,7.23922290469082,2.27664866136503e-10,2.82062540088994e-07,13.3391458765833,"No"
"STAC",0.344189082759145,5.56672515627892,7.14462957875806,3.47693577334021e-10,4.05431163734841e-07,12.9383379185559,"No"
"ALKAL2",0.293474908190872,8.39125034144339,7.1252534910101,3.79148229995734e-10,4.1754752017808e-07,12.8563610923962,"No"
"PTGER3",0.414899207835703,6.54895168771377,7.04965281964634,5.31335260154526e-10,5.54350466423325e-07,12.536929801423,"No"
"IL13RA2",0.801110962261845,5.8721754085272,7.03386299834665,5.70083749838576e-10,5.65038508652505e-07,12.4703013710204,"No"
"H3C1",-0.416721647131657,7.48701068402108,-6.95928142001031,7.94580470599214e-10,7.31638324520801e-07,12.1560158688777,"No"
"SEMA5A",0.547929185212736,9.44694230425765,6.95440756442504,8.11988253012037e-10,7.31638324520801e-07,12.1355026770997,"No"
"LIPH",0.463482947883217,6.19274739945115,6.9209232737138,9.42262596892948e-10,8.12107454704735e-07,11.9946591373887,"No"
"CACNA1H",0.324393876191733,8.2419791794212,6.88841852276071,1.08852274695193e-09,8.99074433867837e-07,11.8580818333005,"No"
"DSEL",0.476385802730455,8.71420220435044,6.87061289526735,1.17797645362969e-09,9.00894443902876e-07,11.7833290673821,"No"
"UBXN10",-0.456067316377926,8.05370316102179,-6.86991639356428,1.18162011509231e-09,9.00894443902876e-07,11.7804058751531,"No"
"BCHE",0.554509095536594,4.93310264706033,6.85141323385097,1.2826210206095e-09,9.416813515386e-07,11.7027740325827,"No"
"FBXL21P",0.571570560259042,5.78257483603614,6.81315439660105,1.51942756988303e-09,1.07570045420683e-06,11.5424117781317,"No"
"PLXDC1",-0.422759463324253,9.27632939157189,-6.79272871150555,1.6631227112134e-09,1.13683039670287e-06,11.4568853427696,"No"
"METTL21C",-0.512492521182853,5.64262535732501,-6.73392992312115,2.15644233949149e-09,1.42490521652466e-06,11.2110347351473,"No"
"GREB1L",0.557667048032132,7.72439977478598,6.72523074781547,2.24082609484989e-09,1.4328998605874e-06,11.1747068315468,"No"
"TMEM200A",0.31085475145562,7.39144930645629,6.71546458276931,2.33946641171508e-09,1.44922633373213e-06,11.1339373091053,"No"
"EPB41",-0.448232608578201,7.73241552549358,-6.7013720619584,2.4894386969158e-09,1.4953982814837e-06,11.0751336961105,"No"
"PNLDC1",-0.405621466739983,6.90408754553984,-6.69030211188375,2.61389704783939e-09,1.5239788582153e-06,11.0289645042558,"No"
"IPO13",0.313520535347166,9.5246455474189,6.64950385886807,3.12821761123898e-09,1.77173307735972e-06,10.858979290787,"No"
"ABHD12B",-0.397608910760205,7.44195763236796,-6.63418303447561,3.34626082646663e-09,1.842581343418e-06,10.7952159330542,"No"
"ONECUT2",-0.291888965519007,7.53271589172479,-6.61625504522638,3.62059717474816e-09,1.92173225025087e-06,10.7206516315452,"No"
"SAMD3",0.61292879640713,5.71372222851576,6.61231003985984,3.68389373503169e-09,1.92173225025087e-06,10.7042512205257,"No"
"POU6F2",-0.519806187359054,8.49991371965813,-6.60593553259216,3.78849644659737e-09,1.92562474515127e-06,10.6777563094759,"No"
"VAMP1",-0.654642915584709,10.2140364808162,-6.58509450329173,4.15146199114808e-09,2.05736077626321e-06,10.5911813058903,"No"
"CALN1",0.423248808170534,8.98639378042741,6.56999776515569,4.43570709822877e-09,2.14461028800461e-06,10.5285151429814,"No"
"ZBBX",-0.624055240421812,7.44140144829732,-6.51666047735289,5.60321931424487e-09,2.6445861063399e-06,10.3074335960512,"No"
"RTP5",0.597158205978806,8.91950183744056,6.49204209424198,6.24020033490775e-09,2.87673235439247e-06,10.2055627758404,"No"
"CHST9",0.666627544306844,6.58812201299931,6.44773765106179,7.57230750649309e-09,3.35134160574629e-06,10.0225113250868,"No"
"HABP2",-0.277068870637321,6.95315584356318,-6.44666439421892,7.60784806833391e-09,3.35134160574629e-06,10.0180815140794,"No"
"C2orf66",0.371715221911151,6.4832300069973,6.43559183863517,7.98429089351383e-09,3.44070866048097e-06,9.97239279304082,"No"
"ARPC5",0.17627939472121,9.64947946919606,6.38719816717029,9.85795771835041e-09,4.15775097555022e-06,9.77298027588903,"No"
"CASK",0.260077482645217,9.20846408028714,6.34810246682604,1.16842762970862e-08,4.82536268827373e-06,9.61221401583993,"No"
"KL",0.660579114469674,7.04427176978731,6.33286362533182,1.24835356490919e-08,5.05022708514183e-06,9.54963226014941,"No"
"SEMA3D",1.11796575664033,8.37552230516835,6.32529391294022,1.29004296342237e-08,5.11450433278431e-06,9.51856287310599,"Upregulated"
"LOC400940",0.336587476700579,6.93976043523219,6.31536963286446,1.34679252388413e-08,5.16736873664526e-06,9.47784687864192,"No"
"EGLN1",0.174616416544684,9.71450829959717,6.3138815246902,1.35551215409148e-08,5.16736873664526e-06,9.47174339378906,"No"
"UPP1",-0.241849492964673,7.80514045566346,-6.29578970687601,1.46609441341172e-08,5.43948007523796e-06,9.39757586185296,"No"
"DGKD",0.254544130609384,8.66530948622257,6.29333446225882,1.48177331414443e-08,5.43948007523796e-06,9.38751574281775,"No"
"TMEM158",0.231499619137715,9.2441028438067,6.28155339301253,1.55934307329506e-08,5.54139539343688e-06,9.33926129750763,"No"
"NR2F2",0.468699240616306,8.66287701478875,6.28065140020931,1.56544489750525e-08,5.54139539343688e-06,9.33556798125447,"No"
"PLPP4",0.531755313421584,9.02698093888245,6.26946516019695,1.64310868254505e-08,5.64407048530326e-06,9.2897786564098,"No"
"ROS1",-0.914767486978113,7.26154200340036,-6.26830262164716,1.651395289046e-08,5.64407048530326e-06,9.28502146211976,"No"
"MATN2",0.482679873190577,8.22461927939836,6.25558687345117,1.74477568893486e-08,5.86215059012811e-06,9.2330061561091,"No"
"CACNG4",0.38427649180629,9.16911021894533,6.22695746071096,1.97455872599577e-08,6.52361293756902e-06,9.11601905868952,"No"
"PVALB",-1.28318502868063,8.71426227389123,-6.21737949695064,2.05792042633221e-08,6.68756665757104e-06,9.07692006391981,"Downregulated"
"MAST4",-0.239042200838622,9.03595359139995,-6.20671954962116,2.15479372249523e-08,6.8894316066166e-06,9.03342742668304,"No"
"NRP2",0.474789219232266,7.98393435769387,6.18825495051316,2.33337035110735e-08,7.34196832857159e-06,8.95815005458113,"No"
"NGB",-0.377994677004225,7.90347506003937,-6.17864679245858,2.43200083419425e-08,7.53274258378634e-06,8.91900849489688,"No"
"SCN9A",0.488780735718849,7.30725187449795,6.17089903313902,2.51452479210379e-08,7.66852691598053e-06,8.88746057488292,"No"
"RARB",-0.506609547277493,7.91593645990393,-6.14667698432366,2.79078311264695e-08,8.3820747942425e-06,8.78891713618451,"No"
"PCDH15",0.439543247330566,7.79739311331869,6.11548649436371,3.19106769518189e-08,9.30425857103358e-06,8.66221737266848,"No"
"VWA3A",-0.472801553360926,7.86674085865886,-6.11544075845775,3.19169440967706e-08,9.30425857103358e-06,8.66203174924834,"No"
"ZNF362",-0.22989105632945,9.72249877716138,-6.10158278380359,3.38729706822306e-08,9.73136083817183e-06,8.60580985839208,"No"
"CMAHP",-0.446096147804282,7.52045800951371,-6.08733406974939,3.60075635131169e-08,1.01968275931502e-05,8.54804866655463,"No"
"EPHB6",-0.627205537190711,9.67688612248342,-6.07846411396537,3.74028900586052e-08,1.04427815441089e-05,8.51211546802414,"No"
"KCNS1",-0.87862282886794,7.94520616160371,-6.03962468485181,4.41683522502375e-08,1.21604062035619e-05,8.35498885886243,"No"
"WDR76",-0.31594838957581,7.00470907906517,-6.00011606680701,5.22880854353167e-08,1.41987221586888e-05,8.19552204279589,"No"
"PART1",-0.890163974846599,7.03654949055286,-5.93900577978359,6.78335886207571e-08,1.81711517193144e-05,7.94961255357963,"No"
"PDSS1",-0.172275144840796,9.24377608721369,-5.9325213361387,6.97294711963205e-08,1.84299641003288e-05,7.92357322906245,"No"
"MAGI3",-0.271607154066453,9.21411046842583,-5.9189162236656,7.38787201941968e-08,1.92697088211785e-05,7.86897402255011,"No"
"LYPD1",0.616049652598612,8.33737727019965,5.90971316047732,7.6822542924534e-08,1.96090812348043e-05,7.83206733034569,"No"
"DACH1",-0.345505888946544,6.87027845187068,-5.90868578103721,7.71582674829612e-08,1.96090812348043e-05,7.82794860114274,"No"
"KY",-0.249591710520558,7.89833220688006,-5.88005718933351,8.71179360996869e-08,2.18599854089126e-05,7.71328579707725,"No"
"ITPR1",-0.568986630850066,10.0869566771324,-5.86795767825826,9.16988713183445e-08,2.27218340767943e-05,7.66488829092636,"No"
"SEZ6",0.309716647723254,8.40829183408553,5.85511105287814,9.68226244636155e-08,2.36952454906451e-05,7.61354388066941,"No"
"KCNG2",0.202779014965991,8.26342856501,5.84976323172999,9.90378090993941e-08,2.39417864606986e-05,7.59218278797699,"No"
"SLITRK6",0.438492009916462,5.09781359405223,5.82883352745834,1.08197904037216e-07,2.55647619266423e-05,7.50865421692106,"No"
"RORB",-0.705143065485906,9.91131419256069,-5.82854306753083,1.08330727026078e-07,2.55647619266423e-05,7.50749582883873,"No"
"FOXP1",-0.275505567419756,9.28111614514486,-5.81591320835824,1.14264199722493e-07,2.6647755659988e-05,7.45714807972523,"No"
"PRPS2",-0.32821103436172,9.44415482728406,-5.79550706678241,1.24534330106031e-07,2.87051630894401e-05,7.37589064827363,"No"
"PRDM2",-0.243394873805341,9.41884738866318,-5.78633488398818,1.29441827342766e-07,2.9493394751904e-05,7.33940330264953,"No"
"FAM217B",-0.329720559477979,9.80268644146823,-5.77830493219153,1.33894230690491e-07,3.01611969883818e-05,7.30747843181402,"No"
"VWA8",-0.156392081741823,9.0861360165378,-5.7621406517677,1.43319251016028e-07,3.19215450886598e-05,7.24326674928373,"No"
"SLC5A7",0.302630072613804,5.38094216626227,5.75191429351384,1.49616329426515e-07,3.29538277580201e-05,7.20267992632827,"No"
"APLF",0.330708792063516,7.83881396918124,5.74882585194654,1.51571107088515e-07,3.30175170968752e-05,7.19042801726813,"No"
"FSHR",-0.531070820642765,6.65967607396632,-5.73395629093834,1.6134019149724e-07,3.45425964269516e-05,7.13147692770662,"No"
"NCAM2",0.336250844538187,10.8215519977184,5.73289999575921,1.62057280316123e-07,3.45425964269516e-05,7.12729151726521,"No"
"KLHDC9",-0.217622234262715,7.38560901399592,-5.7249280189141,1.67571382365955e-07,3.52995533950817e-05,7.09571373577506,"No"
"PRR4",-0.222460361191558,8.74377302862802,-5.72266503826686,1.69170033422427e-07,3.52995533950817e-05,7.08675306359346,"No"
"KCNG1",0.303664076617024,7.75016559220406,5.71546217455992,1.74359000512296e-07,3.60033173662005e-05,7.05824154388405,"No"
"SLC15A5",0.380667772905878,6.60029233729295,5.70898017967463,1.79162395700219e-07,3.66137749480972e-05,7.03259586421485,"No"
"PPARGC1A",-0.34811324958881,9.36451504995258,-5.70516577360714,1.82049640827457e-07,3.68241839808437e-05,7.01750986038585,"No"
"SILC1",0.493665096406305,8.89975804621808,5.68616913233612,1.97124862320444e-07,3.94707691492744e-05,6.94243894845403,"No"
"CD24",1.01297710322541,7.12074620371583,5.67843972669461,2.03604503281218e-07,4.03605206854358e-05,6.91192308306098,"Upregulated"
"LYPD5",-0.249039801279054,8.94955969008886,-5.66501763234225,2.15357971694376e-07,4.18961141741179e-05,6.85897273262749,"No"
"LRRK1",-0.310128348726128,8.67992596772682,-5.66477324708216,2.15578048012916e-07,4.18961141741179e-05,6.85800910596313,"No"
"RET",-0.30837253669883,7.51266469514792,-5.65855603957241,2.21251853209712e-07,4.25169926883177e-05,6.83350001111621,"No"
"GLCCI1",-0.269500485266606,9.75538015893286,-5.65660500122698,2.23062464792667e-07,4.25169926883177e-05,6.82581103154488,"No"
"MCF2L2",-0.314142239102248,9.94155425743795,-5.64155499492143,2.37527865664004e-07,4.48429988672148e-05,6.76653624915823,"No"
"SATB2-AS1",-0.37187125616939,7.17785783323821,-5.6268562838918,2.52544973852886e-07,4.69271372865829e-05,6.70870827140426,"No"
"MIR31HG",-0.424249056442411,7.0326929221532,-5.62535174991418,2.54133795219183e-07,4.69271372865829e-05,6.70279264409102,"No"
"PDZRN4",-0.321026961050181,7.31070371523931,-5.62390655015972,2.55669213890478e-07,4.69271372865829e-05,6.69711093210408,"No"
"SNORD115-21",-0.482556555575124,4.81573746053584,-5.62166600390464,2.58067684685996e-07,4.69328047112889e-05,6.68830356941921,"No"
"ANKRD34B",0.529654140535476,5.49772612583029,5.60536427756725,2.76197323813468e-07,4.97732686359489e-05,6.62426732750728,"No"
"LUZP2",0.417375191867583,8.40171916390323,5.59895501429791,2.83663303021398e-07,5.04585264198846e-05,6.5991119100655,"No"
"SNORD115-25",-0.426794535400015,10.9487156859914,-5.59730077414923,2.85622282589648e-07,5.04585264198846e-05,6.59262122622979,"No"
"SLIT3",0.326376687147071,9.11274491966775,5.59561168556297,2.87636255130251e-07,5.04585264198846e-05,6.5859946423441,"No"
"BHLHE22",0.322175727336228,7.93048036646541,5.58325205881036,3.0280415590658e-07,5.22687272134625e-05,6.53753140064306,"No"
"DOCK10",0.448960329685006,9.90545683969169,5.58291489800849,3.03228755967724e-07,5.22687272134625e-05,6.53620999670192,"No"
"TIRAP",-0.184250512124799,7.10011743621595,-5.57845335565475,3.08902779188764e-07,5.27877568263696e-05,6.5187274590849,"No"
"STARD5",-0.368148037033026,7.67656480471097,-5.57408838124724,3.14554959412054e-07,5.32942133369671e-05,6.5016290589782,"No"
"NOS2",-0.294494818026282,7.42757437796064,-5.5697705196905,3.20246124973409e-07,5.3798635045321e-05,6.48472080183807,"No"
"GABRA5",0.557573275683662,10.1303128689171,5.56586496715211,3.25480954128029e-07,5.42185626359657e-05,6.46943190094851,"No"
"SNORD115-15",-0.433022460406389,4.14275211544843,-5.55690082439351,3.3781625503979e-07,5.58044301971146e-05,6.43435764159562,"No"
"KIF5A",-0.306210354779797,12.6844401260467,-5.55122180354895,3.45867554282187e-07,5.66622523019487e-05,6.41214967187353,"No"
"TNFAIP8L3",0.201218199809547,8.75734756325518,5.54515867466246,3.54671596315259e-07,5.76283201127655e-05,6.38845037106801,"No"
"KLF12",-0.294390372326079,9.28051757262203,-5.53918022908009,3.63568207150775e-07,5.85935981329254e-05,6.36509296020372,"No"
"HECW1",-0.547064582959912,9.89872689773154,-5.52800708354162,3.80786902764965e-07,6.08736997863702e-05,6.3214692574187,"No"
"ZDHHC22",-0.381463096315388,9.64216462658841,-5.52298936015503,3.88777983218093e-07,6.16072585622598e-05,6.30189075149964,"No"
"ANXA2P3",-0.275270647784614,7.11070662041573,-5.52124691555844,3.91591312053914e-07,6.16072585622598e-05,6.29509375661632,"No"
"ZFP69",0.225264298187557,6.66461002205441,5.51529548554444,4.01352080313799e-07,6.26456873075624e-05,6.2718851922441,"No"
"CABP7",0.449844835212273,7.68087803803671,5.49394229182336,4.38380376420997e-07,6.78616332485346e-05,6.18870451489775,"No"
"SNORD115-8",-0.502314253155765,5.11277796192447,-5.49216150442776,4.41615834589162e-07,6.78616332485346e-05,6.18177387070906,"No"
"TMEM132E-DT",-0.281299273306312,7.32908488758455,-5.48918611856161,4.47074132763656e-07,6.81719271828766e-05,6.17019616205315,"No"
"RAD54B",-0.292197750074234,7.5953750064509,-5.48646955618061,4.52115459087404e-07,6.84143873701497e-05,6.15962797506413,"No"
"GUCY1A2",-0.263563483781567,9.64839916923034,-5.48414486722907,4.56473859062146e-07,6.85506159711282e-05,6.15058610456905,"No"
"MINK1",0.165075839358179,10.3231672961302,5.48135819961095,4.61752796604929e-07,6.88219976473647e-05,6.13974958326006,"No"
"PLBD2",0.234159037655942,9.54417040121579,5.46937453878044,4.85145697083526e-07,7.17689787558712e-05,6.09317627202374,"No"
"NR3C2",-0.275447962938618,8.97474539558106,-5.4666655774483,4.90592919625543e-07,7.2037210709164e-05,6.08265438011533,"No"
"CFAP221",-0.28180237067348,7.9987924090627,-5.46040922493922,5.03403855750889e-07,7.32336130853356e-05,6.05836283634605,"No"
"SNORD115-23",-0.597575612505064,10.1871194158629,-5.45909831636691,5.06129495671239e-07,7.32336130853356e-05,6.05327452779486,"No"
"SPHKAP",0.708908287524761,8.98690971419093,5.44296190991662,5.40890776536535e-07,7.76962164006068e-05,5.99068520165881,"No"
"MME",-0.287262485129362,6.08604783520669,-5.44069806678347,5.45951396655871e-07,7.78589534957505e-05,5.98191086663593,"No"
"NPBWR2",-0.396271399563115,6.90765406321634,-5.43381018535005,5.61636206183367e-07,7.95236751083777e-05,5.95522440959766,"No"
"SNORD115-7",-0.392029371092947,8.75663949670398,-5.42852880463118,5.73961582360383e-07,8.06924854406373e-05,5.93477240271403,"No"
"CAMK2D",0.417591357483042,10.4863551604179,5.42178822130577,5.90078627821191e-07,8.23741453471793e-05,5.90868258442447,"No"
"FAM162B",-0.353902786722244,9.3586024655966,-5.39807676728403,6.50382242836266e-07,9.01575328653377e-05,5.81702168580278,"No"
"BRAF",-0.155229654549354,10.832075390117,-5.38368409114578,6.89893431369267e-07,9.43770357511664e-05,5.76147262524115,"No"
"LRCH2",0.277499316817264,8.06618026749007,5.38352500966879,6.90343045145494e-07,9.43770357511664e-05,5.76085901978013,"No"
"PLPPR4",0.460446998094307,11.4620333775322,5.37290464556708,7.21018753474395e-07,9.7895580480294e-05,5.71991302178715,"No"
"VPS37B",0.158151413689839,7.99565927036752,5.36223023412214,7.53196961316267e-07,0.000101319893119186,5.67879575307174,"No"
"SCN1B",-0.427339628768582,9.65759945486547,-5.36117227391057,7.56461896869271e-07,0.000101319893119186,5.67472257894278,"No"
"PRKAB1",-0.200248035242625,9.44647196447914,-5.35829607577065,7.6540836821418e-07,0.000101391328186571,5.66365099880865,"No"
"BICC1",-0.492948498493482,7.29905739806009,-5.35771610813871,7.67224901780039e-07,0.000101391328186571,5.66141881206214,"No"
"FBXO40",-0.450731831155172,6.65437239649708,-5.35259717399065,7.83442518863527e-07,0.000102848881135309,5.64172179015083,"No"
"PLPPR1",0.353023597368517,8.06425180290506,5.34932747227217,7.93976938609411e-07,0.00010348462875512,5.62914490020133,"No"
"HTR2C",0.792383382428433,8.26166365678196,5.34786729466333,7.98726136282773e-07,0.00010348462875512,5.6235294735761,"No"
"STAT4",-0.663162908961525,9.06748588007143,-5.342591516393,8.16118814832791e-07,0.000105051449782016,5.60324620239212,"No"
"TFAP4",-0.16629334947352,7.92034791963871,-5.33771314185772,8.32531565598798e-07,0.000106201751699235,5.58449898283602,"No"
"SATB2",-0.594598892103699,11.3749315134435,-5.33676166145806,8.35770229787655e-07,0.000106201751699235,5.58084343538239,"No"
"ECM1",-0.306539415481342,7.8354750208739,-5.32106713835676,8.91008764501275e-07,0.000112499788144642,5.52058914953604,"No"
"AVPI1",-0.404328820634692,8.95904235909762,-5.31609296695369,9.09251484047799e-07,0.000113669694711503,5.50150948625571,"No"
"MED12L",-0.339322462399412,9.11610629404705,-5.31507318179579,9.13036516267106e-07,0.000113669694711503,5.49759887028123,"No"
"STAT6",-0.206804641595005,9.13794125472291,-5.31388200940589,9.17477231188035e-07,0.000113669694711503,5.49303146874509,"No"
"TNR",0.271564387450027,10.8609262796213,5.30852887347159,9.3769662417943e-07,0.000115453168826763,5.47251140788137,"No"
"STUM",0.463219385821766,8.69569230804725,5.30664757147643,9.44905732285321e-07,0.000115622631673407,5.46530213636121,"No"
"LUZP1",-0.310599646219796,9.44433753401992,-5.29257204235972,1.00059420134342e-06,0.000121685759835771,5.41140158275575,"No"
"RAB37",-0.31122479609763,7.12937199054659,-5.29030350873385,1.00986547265162e-06,0.000122064410148616,5.40272075915608,"No"
"VLDLR",0.250940512375449,8.24371510974004,5.28184037055758,1.04520232916174e-06,0.000125569974369534,5.37035089201299,"No"
"PGAP1",0.417058196646783,9.50715247339628,5.27836050914119,1.0600811322994e-06,0.000126590290876934,5.35704814430412,"No"
"KLHL13",0.35566065499588,7.05503281897075,5.27603251793785,1.07015056677848e-06,0.000127027513085328,5.34815104201194,"No"
"SLC16A2",0.277882617654441,8.94658957238405,5.27386469505803,1.07961145739228e-06,0.000127387725713614,5.33986772835103,"No"
"TRHR",0.708019301784506,6.15924926288742,5.27195615758747,1.08800857363796e-06,0.000127562753020481,5.33257647667073,"No"
"RHBDL3",-0.298131364179033,8.2557729398077,-5.27051996774387,1.09436963926612e-06,0.000127562753020481,5.32709056968976,"No"
"LXN",0.478622410788916,5.6422221330806,5.26916595938358,1.10040007902448e-06,0.000127562753020481,5.32191922095684,"No"
"BDNF",0.56467501013784,6.86168655102837,5.26599736894525,1.11463979043834e-06,0.000127740073013634,5.3098199056283,"No"
"RIMS3",-0.519039495061334,10.0440052090834,-5.26595801706358,1.11481776882201e-06,0.000127740073013634,5.30966966137525,"No"
"PTP4A2",0.235592628941601,11.7598652556622,5.26383420326373,1.1244646453686e-06,0.000128104957845642,5.30156179202402,"No"
"USP12",0.294707220196436,8.77712477969254,5.25926771501419,1.14548456905617e-06,0.000129408701704576,5.2841339983696,"No"
"DEPDC5",-0.181690549194157,8.84570852571703,-5.25851955620047,1.14896491449354e-06,0.000129408701704576,5.28127936547437,"No"
"EEIG1",0.215832647017098,10.3247960174909,5.24746630254076,1.2016067022056e-06,0.000134573161908596,5.23912758240466,"No"
"ST7",-0.178404447943734,8.7174205141056,-5.24444537697809,1.2164005058596e-06,0.000135464647346375,5.22761454200148,"No"
"KCNS2",-0.565610759019068,9.5745988391395,-5.24168934061648,1.2300526636174e-06,0.00013621974274239,5.21711376538503,"No"
"CD82",0.366874413379092,9.11525762311167,5.23906357985429,1.24319905649405e-06,0.00013691074942712,5.20711179146852,"No"
"PDE4D",-0.233477843570011,9.6019609270844,-5.23675901914839,1.25485062980289e-06,0.000137430409030844,5.19833528735168,"No"
"GABRQ",0.907304217168146,7.95234592580467,5.23155248085354,1.28156945118015e-06,0.000139294622242641,5.17851389251089,"No"
"EPN2",0.202018516127637,9.58847530408909,5.22999263064612,1.28968218081364e-06,0.000139294622242641,5.17257734065672,"No"
"KCNQ5",-0.58941322830696,10.4041284716153,-5.22936643005302,1.29295316009918e-06,0.000139294622242641,5.17019435420911,"No"
"LURAP1L",-0.231951645103903,8.14016446022002,-5.22527917604868,1.31450354553831e-06,0.000140850831260573,5.1546437836911,"No"
"ARHGAP18",0.389657627365557,7.96103995789472,5.21933023428647,1.34649975536758e-06,0.0001435035733906,5.13202052387731,"No"
"NOVA1",-0.266605501271505,9.56444295133483,-5.21606127333539,1.3644051811498e-06,0.00014463424548627,5.11959422514185,"No"
"PTH2R",-0.433705413788172,7.65404770984525,-5.20984853822111,1.39907978466312e-06,0.000147521056230729,5.09598804310007,"No"
"ALS2CL",-0.239175362850886,7.37604421065627,-5.2044292751216,1.43002936223141e-06,0.000149986624590017,5.07540779906395,"No"
"GLS2",-0.298047420623599,8.84231884519934,-5.2006594078415,1.45195353004068e-06,0.000151484604347349,5.06109738864305,"No"
"KLRC3",0.44006551854089,6.18960300688003,5.18891700352001,1.52237318945391e-06,0.00015800001955259,5.0165552633572,"No"
"LHFPL1",0.359184844171143,6.61532610380978,5.18747032864967,1.53127699517946e-06,0.000158096374351262,5.01107099540904,"No"
"NGEF",-0.426173701429285,9.7060123354513,-5.18581545537868,1.54152471276793e-06,0.000158329763633153,5.00479836465746,"No"
"SHROOM2",-0.175097563733399,7.67824877694844,-5.18293360299907,1.55953091559139e-06,0.000158551489631295,4.99387730349412,"No"
"RSPO3",0.491026038785917,7.43858179559169,5.18243857101659,1.56264459409161e-06,0.000158551489631295,4.99200162705985,"No"
"ATXN7L1",-0.189113564749013,9.45481412730862,-5.18086699680854,1.57256994422842e-06,0.000158551489631295,4.98604750634511,"No"
"CADPS2",-0.555027261891778,9.27037322464305,-5.18037703601345,1.5756769135532e-06,0.000158551489631295,4.98419140264592,"No"
"SNORD115-2",-0.502134655594442,6.66834756574301,-5.17620453670506,1.60238042992971e-06,0.000160424178093417,4.9683882963098,"No"
"HTR1F",-0.377522858584197,7.67972869871447,-5.16535886621887,1.67388073536359e-06,0.000166740391040766,4.92733985096523,"No"
"SNORD115-33",-0.595920909458469,9.52383296401832,-5.16350839747155,1.68638791538054e-06,0.000167146338232942,4.92034042043055,"No"
"SNORD115-34",-0.351282546771037,5.726384197925,-5.15902797329068,1.71705078760866e-06,0.000169338794839634,4.90339819732236,"No"
"DPP4",-0.575025520236932,6.79365699049871,-5.14229873065518,1.83643807818921e-06,0.000180216396158142,4.84020193304568,"No"
"PDYN",0.867226623522469,7.90872622814524,5.1408356464799,1.84725740344687e-06,0.000180385140436095,4.83467977491514,"No"
"SLC24A3",0.494242246842122,8.34780030801836,5.13692146810297,1.87650978169765e-06,0.000181709182448515,4.81991017528384,"No"
"ALDH1A3",-0.21685238442358,7.45372487159462,-5.13657118398701,1.87914959400422e-06,0.000181709182448515,4.81858869677364,"No"
"SYNJ2",0.343107426936232,9.15815237061663,5.13158924786112,1.91709008994073e-06,0.000183893622246469,4.79979868479626,"No"
"MBL1P",-0.258921723957735,5.63880757651192,-5.13101753477682,1.92149167740161e-06,0.000183893622246469,4.79764296875979,"No"
"ESYT1",-0.211841043643165,8.73486407501507,-5.12997153594403,1.92957036913008e-06,0.000183893622246469,4.79369920450296,"No"
"CARMIL1",-0.218167618671405,9.91387876943716,-5.11524644837405,2.04688674620739e-06,0.000194140841962053,4.73822277807272,"No"
"GLB1L2",-0.240044416377263,7.54864024868352,-5.10946919896123,2.09479588962782e-06,0.000197189602205114,4.71647864064058,"No"
"IL34",0.344475938198007,9.68117192816729,5.10897724914591,2.09892579656354e-06,0.000197189602205114,4.71462762507315,"No"
"CLN8",0.219264884103206,9.08492853705154,5.10709982367487,2.11476004531227e-06,0.00019774003951993,4.70756441540406,"No"
"CHRNA3",0.257984702975555,6.48069610021853,5.1050881390939,2.13185629008786e-06,0.000198402756987848,4.69999752661682,"No"
