"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold"
"HSDL2",0.10444747357246,8.7509689174281,1.16059278447978,0.249202447189198,0.503225042845877,-5.69522903625774,"No"
"IRAG2",-0.0705840520392123,8.48432510441208,-1.1605398322262,0.249223868200103,0.503225042845877,-5.6952883776045,"No"
"PHACTR3",0.0429633134288316,9.55154568938122,1.16045034539276,0.249260071686904,0.503225042845877,-5.69538865575927,"No"
"MTOR",0.0362136228504895,9.69443344479737,1.16038000436168,0.249288532027664,0.503225042845877,-5.69546747405132,"No"
"FXR2",-0.0398819472851564,9.54675523852816,-1.16037709314525,0.249289709970565,0.503225042845877,-5.6954707360181,"No"
"NDUFV2",0.0603272583442447,9.22155929424837,1.16001404171432,0.249436639713604,0.503470370536888,-5.69587746676337,"No"
"LRRC34",-0.0693942890176453,7.96121473164735,-1.15991785722955,0.249475576651096,0.503493995339024,-5.69598520275035,"No"
"IL7",0.0569362346357485,5.46669142022795,1.15985516210869,0.249500958915367,0.503493995339024,-5.69605542274135,"No"
"TMEM61",0.0429950851243079,7.2841757609142,1.15979691333342,0.249524542713543,0.503493995339024,-5.69612065943471,"No"
"WWTR1",0.117850135378287,8.81010725526938,1.15963871132371,0.249588603642387,0.503554413100835,-5.69629782445145,"No"
"UQCC1",-0.0436303304069572,8.58996390194664,-1.15959750825175,0.249605289972699,0.503554413100835,-5.69634396252778,"No"
"TOB2P1",0.036652317133897,7.81684941837638,1.15951048677263,0.249640534350891,0.503574266046372,-5.69644140159998,"No"
"SMN2",0.0642797810565661,9.13323480807762,1.15944128250665,0.24966856514685,0.503579565212251,-5.69651888546378,"No"
"RNF207",-0.0357745239869267,7.74464856462432,-1.15916286200455,0.249781360427563,0.503709046473709,-5.69683057102746,"No"
"BTBD6",-0.0667564091395842,8.71107668556743,-1.1591264819628,0.249796101593074,0.503709046473709,-5.69687129233123,"No"
"NCBP3",0.0456892109289004,8.55585310096562,1.15909467226053,0.249808991367756,0.503709046473709,-5.69690689690072,"No"
"MAGEB5",-0.0550820087390571,5.1803621744368,-1.15896057701641,0.249863334001111,0.503749452836797,-5.69705697919799,"No"
"SH2D4A",-0.0403812184968722,6.70623541960791,-1.15887459325975,0.24989818368772,0.503749452836797,-5.69715320524718,"No"
"TOM1L2",-0.038018666489906,10.2649576100333,-1.15885711639877,0.249905267577918,0.503749452836797,-5.69717276308922,"No"
"ZNF644",0.0479206483815453,9.07065891046788,1.15837962182237,0.250098865575534,0.504079120451622,-5.69770700295394,"No"
"GIT2",-0.0436563902313143,10.3874998134198,-1.15827370545209,0.25014182333887,0.504079120451622,-5.69782547755082,"No"
"TASL",0.149830156876462,5.36605018186906,1.15824850904003,0.250152043320496,0.504079120451622,-5.69785365989371,"No"
"OR6P1",0.0715234614119273,6.26114259216024,1.15818623424445,0.250177304035121,0.504079120451622,-5.69792331209592,"No"
"TNFAIP8L2",-0.0498869560276418,7.14671107473652,-1.15814025098169,0.250195957530319,0.504079120451622,-5.69797474045961,"No"
"OLIG3",-0.0466953957086256,6.45503221575402,-1.15797135769994,0.25026447899301,0.504165931613662,-5.69816361627599,"No"
"DYNC2H1",-0.0465296609461916,7.95667479943007,-1.15760746656761,0.25041215812621,0.504374009141285,-5.69857047054463,"No"
"C3AR1",0.193236860624054,8.35161089090725,1.15759146135917,0.250418654995133,0.504374009141285,-5.69858836258471,"No"
"RNF146",0.0438672139607608,10.3554878884057,1.15746650685741,0.250469380918823,0.504375333983038,-5.69872803957736,"No"
"CIAO2A",0.0516316123766609,7.14408223292472,1.15746448770949,0.250470200662313,0.504375333983038,-5.69873029650731,"No"
"ELFN2",0.0498169695879405,9.72920215807915,1.15680523750419,0.250737948279538,0.504815942268218,-5.69946697888774,"No"
"SLC1A5",0.0724804004327373,7.83855368137943,1.15679824140386,0.250740790763772,0.504815942268218,-5.69947479453886,"No"
"LSM3",0.0669247365242747,8.91421863819655,1.1567376666025,0.250765402992239,0.504815942268218,-5.69954246340094,"No"
"C6orf89",-0.0360271459409862,9.51728656666642,-1.15649929586892,0.250862272401801,0.504959669559392,-5.69980871704335,"No"
"SLC6A8",0.0468482096727207,10.2319813168359,1.15629084917243,0.250947003042129,0.505040107977288,-5.70004150287467,"No"
"USP39",0.0359958363117787,8.43336574907859,1.15627563323986,0.250953188900584,0.505040107977288,-5.70005849389658,"No"
"FAM43A",0.0525205144052059,8.14059713868105,1.1561607269761,0.250999906190832,0.505068803986244,-5.70018679813563,"No"
"TP53TG3D",0.0435208035986525,6.37967366129529,1.15611522953569,0.251018405734373,0.505068803986244,-5.70023759713343,"No"
"ZNF784",0.0367479133450441,8.87696639136687,1.15593808684573,0.251090442291362,0.505120616315935,-5.70043536284171,"No"
"ZNF716",-0.0541485591841857,5.98226864870794,-1.15573737393839,0.251172081629067,0.505120616315935,-5.70065940741931,"No"
"CACNB1",-0.074521413833267,10.5084922598589,-1.15573705264274,0.251172212330175,0.505120616315935,-5.7006597660335,"No"
"TSPAN12",0.0501997243887056,6.87861285135092,1.15565120885781,0.251207134789066,0.505120616315935,-5.70075557713443,"No"
"CA5B",0.0816895884721713,8.78233879678955,1.15564968039223,0.251207756621621,0.505120616315935,-5.70075728300769,"No"
"MAPKBP1",-0.0431281902172369,8.63264901230514,-1.15541899991464,0.251301617944092,0.505120616315935,-5.70101471336648,"No"
"SIGLEC17P",-0.0428647642166258,5.80211056394191,-1.15536183407213,0.251324881942783,0.505120616315935,-5.70107850052163,"No"
"KRTAP5-1",0.0479827587541397,9.20796244132899,1.1552912833183,0.251353595124993,0.505120616315935,-5.70115721870771,"No"
"MAX",-0.0274540058733237,8.82426805541166,-1.15519969479728,0.251390873865008,0.505120616315935,-5.70125940320288,"No"
"COL11A1",-0.0701468713103175,7.68994286027354,-1.1550744694085,0.251441849980135,0.505120616315935,-5.70139910337662,"No"
"GVQW3",-0.0684465303994166,8.11963079793719,-1.15505798282619,0.251448561801398,0.505120616315935,-5.70141749454998,"No"
"FRG1",-0.0620739299658393,7.83577907985167,-1.15505306793544,0.251450562717884,0.505120616315935,-5.70142297717801,"No"
"SPATA46",-0.0356773025529638,6.90146517606643,-1.15498104770454,0.251479884395982,0.505120616315935,-5.70150331414657,"No"
"NKAIN1",0.0734611795213027,8.43533911520803,1.15496747094541,0.251485412189427,0.505120616315935,-5.70151845817744,"No"
"TMPRSS11D",0.0623230887553632,4.85960166198949,1.15496248381776,0.251487442725995,0.505120616315935,-5.7015240209651,"No"
"BEND2",-0.0414908476450604,5.16388995736731,-1.15488096104278,0.251520636825636,0.505120616315935,-5.7016149505542,"No"
"FAM220A",0.0507925699122342,9.11082062983719,1.15479412394216,0.251555998213683,0.505120616315935,-5.70171180085748,"No"
"AATF",0.0420652899908287,8.64472465683007,1.15474253955612,0.251577005832397,0.505120616315935,-5.70176933011554,"No"
"TNNI3",-0.0440651345637759,6.23498345329363,-1.15471522057867,0.251588131925898,0.505120616315935,-5.70179979647785,"No"
"OVCH2",0.046446907627133,5.2409996551205,1.15470625049262,0.251591785214129,0.505120616315935,-5.70180979984421,"No"
"DLL4",-0.0683649337675911,7.72842846927288,-1.15466236903213,0.251609657561644,0.505120616315935,-5.70185873500619,"No"
"ACSL5",-0.113228824300535,8.52075447460741,-1.15461397965153,0.251629366972004,0.505120616315935,-5.70191269516804,"No"
"CRYGB",0.0462931283561074,5.51726000748434,1.15461185629632,0.251630231857936,0.505120616315935,-5.70191506292241,"No"
"SCG5",-0.0661155233260207,10.3148019259649,-1.15440536979452,0.251714348114954,0.505238307278527,-5.70214529600688,"No"
"ARMH4",0.0445707381636105,8.10910774217708,1.15427331428087,0.251768153944989,0.505295141809408,-5.70229251743945,"No"
"MED12",-0.038691893753267,9.02213856654042,-1.1538705909465,0.251932293437372,0.505573380523286,-5.7027413909987,"No"
"TMEM187",0.0368542069486759,7.21531761954808,1.15312230097799,0.252237478616184,0.506100985187405,-5.70357502940538,"No"
"NEK11",-0.0601413743859744,7.38625797877329,-1.1531007641928,0.252246266137899,0.506100985187405,-5.70359901489175,"No"
"FCAMR",-0.0413524689025415,6.98304357174455,-1.15300585084848,0.252284995634547,0.506127463663964,-5.70370471458478,"No"
"EPHA8",0.0364735399874228,7.24149157990466,1.15292550797873,0.252317782932029,0.506142016905648,-5.70379418137932,"No"
"RPL13",-0.0667762408430175,8.87065624749009,-1.15267974719129,0.252418094769276,0.506259604626992,-5.70406781391818,"No"
"OCIAD1",0.0522078429316561,9.69070231527263,1.15265675770669,0.252427479802915,0.506259604626992,-5.70409340775732,"No"
"CHLSN",0.0340643589605314,8.68353256718632,1.15238033132803,0.252540345176717,0.506433880723156,-5.70440111034145,"No"
"HRH1",0.0621195220713302,7.37202352035654,1.15231880424424,0.252565471665697,0.506433880723156,-5.70446958918536,"No"
"SYK",0.0903699848214936,7.73278585481194,1.15213046568077,0.252642396576663,0.506536889586245,-5.70467918558273,"No"
"FBXL5",0.0519800950500588,10.9874982659919,1.15190220338673,0.252735650205072,0.506672612663344,-5.70493316751105,"No"
"FAM89B",-0.0527675225229274,9.58275019817554,-1.15173604653744,0.252803546812978,0.506730048558805,-5.70511801561255,"No"
"GABARAPL3",-0.0503276112022055,7.22432045258305,-1.15168639805796,0.25282383716313,0.506730048558805,-5.70517324412643,"No"
"NMD3",0.052801657340213,8.96681099784745,1.15164443322375,0.252840988260866,0.506730048558805,-5.70521992362845,"No"
"PLCD1",-0.0811001421494542,8.43132737139231,-1.15151702019296,0.252893067238027,0.506751666454541,-5.70536164118875,"No"
"SIX6",-0.0412004323619835,7.80889088514768,-1.15149295997513,0.252902902498853,0.506751666454541,-5.70538840092055,"No"
"BMP10",-0.0541764517811743,5.32959786167114,-1.15130366784379,0.252980290213799,0.506810950030466,-5.70559891243576,"No"
"SMIM2",-0.0443778557591745,6.36269179258702,-1.15129551770388,0.252983622587472,0.506810950030466,-5.70560797544354,"No"
"CCND1",-0.0890543729770528,8.82871422202675,-1.15120002522276,0.253022669222779,0.506814805473018,-5.70571415907235,"No"
"AHSA1",0.0633281121499891,9.6242232554771,1.15114281185318,0.253046065673997,0.506814805473018,-5.70577777385671,"No"
"LOC102723701",-0.0406330229661549,7.66326202913136,-1.15110324170037,0.253062248124499,0.506814805473018,-5.70582176959468,"No"
"TNFRSF4",-0.0440654430570007,8.02095561319283,-1.15101749733621,0.253097316313943,0.506833831830619,-5.70591709871915,"No"
"IRAG1-AS1",0.0531337380693335,7.8470667305537,1.15092728932006,0.25313421379314,0.506856517173881,-5.70601738304372,"No"
"SCFD2",-0.0403491496612407,9.07573206561476,-1.15079507504866,0.253188299843708,0.506913611534373,-5.70616435202311,"No"
"ZNF496",-0.0263160342235196,8.04836739096927,-1.15052453258578,0.253298998569359,0.507023811044919,-5.706465035311,"No"
"NFRKB",-0.0366855080618933,8.44494073358049,-1.15045831765163,0.253326097174727,0.507023811044919,-5.70653861676139,"No"
"ZP4",-0.0579810963565688,5.84793938293039,-1.15045243421631,0.253328505082861,0.507023811044919,-5.70654515454011,"No"
"DHX58",-0.0675073485627911,7.67167288422353,-1.15041054030349,0.253345651435198,0.507023811044919,-5.70659170687167,"No"
"PHIP",-0.0349604185141033,9.52834343982038,-1.15028299668185,0.253397857592116,0.507064199608817,-5.70673342269023,"No"
"PPP2R5E",-0.033599229529786,9.58645362220196,-1.15017061527646,0.253443863873688,0.507064199608817,-5.70685827892829,"No"
"B4GALT3",0.0463898505696907,8.9086578825857,1.15013067007282,0.253460217919508,0.507064199608817,-5.70690265538436,"No"
"PWWP2A",0.0318665741277488,8.80876463106227,1.1501112943781,0.253468150831043,0.507064199608817,-5.70692417995164,"No"
"FRG1JP",-0.0850142950640826,11.3005167067261,-1.14997876786794,0.253522415340023,0.507090786540383,-5.70707139498881,"No"
"HAPLN1",0.0946896280658072,6.38903376894262,1.14992306597542,0.253545225581742,0.507090786540383,-5.70713326568341,"No"
"MPDZ",0.0461020551280953,10.2554514708179,1.14989142415464,0.253558183735473,0.507090786540383,-5.70716841044142,"No"
"MFSD6L",-0.0529957409491191,6.93722091742323,-1.14970144089058,0.253635996729835,0.507154560625425,-5.70737940631492,"No"
"UNC13B",-0.0476717574231262,8.70785192686775,-1.1496886390766,0.25364124068206,0.507154560625425,-5.70739362282812,"No"
"CRYBA1",-0.043184715870928,6.01793804191874,-1.14959686531386,0.253678835826477,0.507178574139008,-5.70749553381724,"No"
"PMM2",-0.0429077355483658,7.1518642709784,-1.14948749530096,0.253723644439271,0.507217003198837,-5.70761697444386,"No"
"NPW",-0.0406041772440053,7.82603433452241,-1.1492739060422,0.253811167589837,0.507340806204833,-5.70785410424831,"No"
"CTCF",0.0288038948880462,8.91550493399504,1.14919251498806,0.25384452509325,0.50735632394873,-5.70794445452986,"No"
"NMRK2",0.0411829164960613,7.62582928726007,1.14867196023152,0.254057944005527,0.507731689083734,-5.70852216368177,"No"
"PROSER1",-0.0369985358906355,9.0538199724173,-1.14834700848747,0.254191233353429,0.507946856730344,-5.7088826652256,"No"
"NMNAT3",-0.0464660576354987,8.18873929645336,-1.14823111842584,0.25423878135559,0.507990662515056,-5.70901120982459,"No"
"SMCO1",-0.0522173190850337,5.3681888957257,-1.14797313741517,0.254344649835505,0.508118478355591,-5.70929731584515,"No"
"CD226",0.0925821878119963,6.3896408572163,1.14795031735697,0.254354016078421,0.508118478355591,-5.70932262074582,"No"
"DONSON",-0.0603436639169619,8.42396029730275,-1.14786350397258,0.254389649914687,0.508121142787647,-5.70941888266574,"No"
"SYVN1",0.027999017501088,9.09788046070614,1.14780422632695,0.2544139833325,0.508121142787647,-5.70948460788586,"No"
"TRIM15",0.0443163521484164,7.44007101022994,1.14775973377866,0.254432248565312,0.508121142787647,-5.70953393769063,"No"
"NRG2",-0.0295467585820717,8.47983796724623,-1.14760559104507,0.254495534952452,0.508196332161022,-5.70970482461196,"No"
"ZCCHC9",0.053086106612886,7.90631641674082,1.14741819785088,0.254572488003707,0.5082840456992,-5.70991254402164,"No"
"ACOT8",0.0515120363554242,8.98939673729792,1.14725733781754,0.254638558356152,0.5082840456992,-5.71009082609546,"No"
"PSENEN",0.052314274364285,10.6592545907286,1.14723913185595,0.254646036891164,0.5082840456992,-5.7101110023415,"No"
"HGS",-0.0312418606063307,9.40994729964741,-1.14720867546799,0.254658547930269,0.5082840456992,-5.71014475408647,"No"
"RAB14",0.0469213799929946,11.0868844016147,1.14718647961226,0.254667665937772,0.5082840456992,-5.71016935097024,"No"
"SAMD13",-0.04303974874066,5.66120423597546,-1.14708154903151,0.254710774315044,0.508318904585433,-5.71028562614416,"No"
"HEATR9",-0.0423879895182262,6.16646540066358,-1.14671184315774,0.254862700879334,0.508570899892393,-5.71069522087679,"No"
"MYOG",-0.0400066038003528,7.65342977399876,-1.14655958948918,0.254925286507076,0.508604437113149,-5.71086386460027,"No"
"PABIR1",0.0481332481303856,8.65854561402377,1.14653837276939,0.254934008748704,0.508604437113149,-5.71088736357323,"No"
"AQP4-AS1",0.140579694900612,7.28139023254325,1.14647189182415,0.254961340584894,0.508604437113149,-5.71096099305795,"No"
"PRSS27",-0.0406706284836176,8.42225620800512,-1.14642131147818,0.25498213671142,0.508604437113149,-5.71101700942327,"No"
"PPIAL4G",-0.043664101225021,10.9844267510395,-1.14619003074739,0.25507724316867,0.50868071360637,-5.7112731161231,"No"
"WFDC13",-0.0429990449523308,7.18180461611415,-1.14617754136997,0.255082379721839,0.50868071360637,-5.71128694470389,"No"
"SAMD15",0.0528511989069012,7.09802161577817,1.14614111746346,0.255097360337029,0.50868071360637,-5.71132727341855,"No"
"RBM4",0.0435426936210348,9.41641009447513,1.14576873996756,0.255250549450737,0.508934987101384,-5.71173950035259,"No"
"PPDPF",-0.0804967940683898,10.1696269755453,-1.14566454894946,0.25529342334039,0.508969277972096,-5.7118548180231,"No"
"DZIP3",-0.0549837172813952,9.53290368650837,-1.14553307772938,0.255347530122129,0.509025954305205,-5.71200031469744,"No"
"KGD4",0.0745593112496623,7.14407621573056,1.14517011608574,0.255496948584376,0.509272600481456,-5.71240191353105,"No"
"WDR38",0.0645898301486802,7.3238390871021,1.14474116218703,0.255673613508282,0.509573500962666,-5.71287637076587,"No"
"TERB1",-0.03697264758899,4.34590676567073,-1.14466885269842,0.255703402729145,0.509581637910913,-5.71295633389364,"No"
"PPP1R16A",0.0323425315064654,8.76493311133477,1.14450109867679,0.255772521537218,0.50966814379094,-5.7131418251187,"No"
"QRICH2",-0.0477940224063707,7.54159876739645,-1.14438176829647,0.255821696654618,0.509714895244196,-5.71327375669895,"No"
"ARSD",0.0574215406802594,7.72052756630751,1.14408597064003,0.255943621406014,0.509876236860126,-5.71360073299229,"No"
"ANKRD20A11P",0.127929616493748,8.17073221014288,1.14405789252932,0.255955197050955,0.509876236860126,-5.71363176643506,"No"
"HOXA3",-0.0453592003327383,6.74246149668197,-1.14399812833242,0.255979837019219,0.509876236860126,-5.71369781859667,"No"
"VPS35L",-0.0318777227106732,9.5769876945113,-1.14391899721477,0.256012464288758,0.509889990916915,-5.7137852701932,"No"
"PDK1",-0.0629384151962231,8.81122337910834,-1.14367208243189,0.256114290880491,0.510041549942131,-5.71405810995336,"No"
"DNTTIP2",0.0490543807503432,8.78894460910518,1.14346846912343,0.256198281686066,0.510157562818974,-5.71428305890681,"No"
"GINS1",-0.0552898808923903,6.90379612556003,-1.14325569708178,0.256286071302375,0.510212896166201,-5.71451808489219,"No"
"GP5",-0.0458603323564164,7.26694884724242,-1.14325120030656,0.256287926898722,0.510212896166201,-5.71452305153102,"No"
"GSTT4",-0.0608040656828406,5.96776599341219,-1.14321398282564,0.256303285074057,0.510212896166201,-5.71456415710436,"No"
"TMEM169",-0.0431153969931133,7.87416791207639,-1.14304646397926,0.256372421504918,0.510287635660102,-5.71474916053702,"No"
"PMM1",0.0482624149835971,8.30527886933962,1.1429564840319,0.256409562428073,0.510287635660102,-5.71484852121004,"No"
"FSTL5",-0.0811706342910377,8.22741099703515,-1.14293590646392,0.256418056742687,0.510287635660102,-5.71487124299863,"No"
"ACTL7B",-0.05357840598717,7.76890639108675,-1.14273039986496,0.256502899733627,0.510405238046546,-5.71509814205248,"No"
"PTPN2",-0.0588103213189299,7.92977087243921,-1.14243802490534,0.256623640369457,0.510553473431915,-5.71542088410472,"No"
"DNAJC9",-0.0417042423866416,8.56239674819432,-1.14238309511033,0.256646328938509,0.510553473431915,-5.71548151018609,"No"
"ARL3",-0.0461014085599398,8.97792581572257,-1.1423629216018,0.256654661895224,0.510553473431915,-5.71550377500387,"No"
"HCLS1",0.113109817035949,7.76876387003922,1.14229151726559,0.2566841580164,0.510560913541953,-5.71558257849417,"No"
"TMEM174",-0.0495393243281566,5.29217060288137,-1.14205503904227,0.256781860940398,0.510704006162486,-5.71584352734878,"No"
"PRKRIP1",0.0397552090380842,8.49960023466444,1.14171697736141,0.256921579567345,0.510912358993978,-5.71621648068465,"No"
"CLEC1B",0.0716701604501111,5.39802162599998,1.14167684849117,0.256938168128485,0.510912358993978,-5.71626074419938,"No"
"HDX",-0.0461422847376776,7.39879394687823,-1.14152595308042,0.257000552384294,0.510940940482488,-5.71642717352043,"No"
"ENDOV",0.0298427482267645,7.73651597959521,1.14148952653127,0.257015613712122,0.510940940482488,-5.71646734680728,"No"
"PRSS2",-0.0708246926115326,6.796203425137,-1.14145505505159,0.257029867249729,0.510940940482488,-5.71650536278915,"No"
"CFHR3",-0.0752987885125167,4.72178367227927,-1.14125746504884,0.25711157909432,0.511052123973398,-5.71672324839445,"No"
"ERC2",0.075512631017487,10.5535455549234,1.14062782859541,0.257372082945645,0.511516961886119,-5.71741731497757,"No"
"RPS10P19",0.0998130545689451,4.94219904519538,1.14056184895794,0.257399391951656,0.511516961886119,-5.71749002479956,"No"
"SPATA12",-0.0483048663760597,5.5587570957563,-1.14044512965902,0.25744770714505,0.511516961886119,-5.71761863996219,"No"
"NDUFB9",0.0506455829642132,10.7244208476479,1.14044283504018,0.257448657051799,0.511516961886119,-5.71762116831764,"No"
"SPATA32",-0.0414470243458851,6.12640868662614,-1.14026850170201,0.257520833323569,0.511593752272669,-5.71781324536893,"No"
"ZNHIT6",0.0488099726422444,8.49532024652739,1.14022481565129,0.257538922157542,0.511593752272669,-5.71786137335048,"No"
"TMSB4XP2",0.0344860716281801,9.27527153176962,1.1400030442797,0.257630763612447,0.511677528992363,-5.71810566657799,"No"
"COL6A5",0.0538863138581913,4.62385628264208,1.1399983197473,0.25763272041935,0.511677528992363,-5.71811087040719,"No"
"RNFT1",0.0627245050982701,8.69704197912753,1.13980346239111,0.257713435590343,0.511786559177255,-5.7183254775743,"No"
"KDM3B",-0.0363406775103474,9.75239459587673,-1.13939894913904,0.25788105292239,0.512068127023994,-5.71877087702332,"No"
"CRISPLD1",0.111736412722711,7.27796524445988,1.1393268241814,0.257910947281779,0.512076192704999,-5.71885027594463,"No"
"NEK10",0.0659405395588832,7.90947994762557,1.13918558368649,0.257969495745885,0.512141143131765,-5.71900574677264,"No"
"PPIEL",-0.0655222559699853,6.93504700338276,-1.13910790063204,0.258001701726737,0.512153788637003,-5.71909124863903,"No"
"FHL1",-0.0373650592859534,10.7545495589013,-1.13897501686671,0.258056799501459,0.512211869081548,-5.71923749409641,"No"
"ARRDC1",-0.038205362184752,7.87230391979074,-1.13869787639233,0.258171737367924,0.512388701426147,-5.71954244840222,"No"
"AOPEP",0.0387546903621203,8.16533659468396,1.13859323995105,0.258215142411873,0.512418789060484,-5.71965756748676,"No"
"MIR455",-0.0556201343038891,4.92773133300136,-1.13853670388071,0.258238596716654,0.512418789060484,-5.71971976316972,"No"
"PARP8",-0.0445719417371446,8.97376355192178,-1.13833477852359,0.258322378861443,0.512533731975817,-5.71994187811356,"No"
"PMEL",-0.0368628804218964,6.14384684497976,-1.13794465310377,0.258484302659158,0.512780089013439,-5.72037090239596,"No"
"SPRY2",0.0639492377922686,9.27911456265765,1.13788988549932,0.258507040002805,0.512780089013439,-5.72043111941068,"No"
"DNAAF19",0.0500679927538989,6.89031913186174,1.13779199921995,0.258547682032252,0.512780089013439,-5.72053873844889,"No"
"CR1",-0.106879686279182,6.45000894263851,-1.13774917499383,0.258565463914494,0.512780089013439,-5.72058581783825,"No"
"AGO4",-0.0410969728823662,8.71308638207528,-1.13772407861712,0.258575885071802,0.512780089013439,-5.72061340708083,"No"
"NFE4",0.0443675945089348,5.99809386139246,1.13757695845839,0.258636982018346,0.512849944438298,-5.72077512909009,"No"
"LSM14B",-0.0316401159053523,7.69681537176282,-1.13728322474846,0.258758996006189,0.513040565896247,-5.72109795567668,"No"
"ZNF747",0.0360350512651912,8.32519143528145,1.13721191771648,0.258788622347685,0.513047990878904,-5.72117631314868,"No"
"SNORA36C",-0.0665074294873182,6.1523112191464,-1.1369829116201,0.258883785014252,0.513182288572218,-5.72142792993038,"No"
"BOLA1",0.0311377120554841,7.89501900579527,1.13692431056041,0.258908140443462,0.513182288572218,-5.7214923090262,"No"
"SOX15",-0.0383593843308683,7.05564489067116,-1.13649808750788,0.259085333424356,0.513464541060535,-5.72196046084623,"No"
"MRPS16",-0.030984054264378,8.98097968949223,-1.13644887765337,0.259105796861669,0.513464541060535,-5.72201450067403,"No"
"OR6B1",0.0569490129639547,6.30853664427933,1.1363830406696,0.259133176311748,0.513464541060535,-5.72208679605101,"No"
"DUSP18",0.0533675096580781,7.51280022390973,1.13633260821804,0.259154150901007,0.513464541060535,-5.72214217301968,"No"
"EBF2",0.0489394308457261,6.14207922098089,1.13604999709645,0.259271709531796,0.5136461221316,-5.72245244799535,"No"
"UBE2D2",0.0324937608563651,10.442745534564,1.13584453948308,0.25935719799098,0.513764138680443,-5.72267797027567,"No"
"ZNF282",-0.0293775772732321,7.94211440770957,-1.13569944905479,0.259417580363315,0.513820568025555,-5.72283720622382,"No"
"SLC15A1",-0.0461924798254056,5.82677339927521,-1.13565152922152,0.259437525367895,0.513820568025555,-5.72288979365272,"No"
"LOC100287792",-0.0485997695410845,6.46192426704285,-1.13544801913652,0.259522241586442,0.51393700249431,-5.7231131025587,"No"
"ATP6V1C2",-0.0959890257994456,6.98494596278211,-1.13536547924355,0.25955660646479,0.513953711912049,-5.72320366144329,"No"
"RFC1",0.0494887751303921,8.80324163767277,1.135142249338,0.259649562673878,0.514086424379173,-5.72344854686731,"No"
"INO80B",0.0396900874435797,8.28907039961707,1.13502386437436,0.259698869436325,0.514132696378335,-5.72357839743654,"No"
"RPS18",0.0391237297713971,10.1046016689084,1.13483804715462,0.259776274721151,0.514223301683833,-5.72378218465462,"No"
"ATP1A4",-0.0474322464597767,6.3474846297237,-1.1347894592837,0.259796517498037,0.514223301683833,-5.72383546603177,"No"
"METTL27",-0.0452243954516112,7.57233253653659,-1.13464135637785,0.259858227292103,0.514294093411677,-5.72399786180528,"No"
"CCDC169",0.0596894704275535,6.81109193700705,1.13455847010288,0.259892767890287,0.514311104910568,-5.72408873817673,"No"
"SNORD28",-0.112759293012597,7.75953767632968,-1.13447897656335,0.259925897699351,0.514325321430848,-5.72417588872223,"No"
"KLRC1",0.0551834862960217,5.31973123817652,1.13428862154552,0.260005242353638,0.514409962946505,-5.72438455516381,"No"
"LRP1",-0.0491252908584858,11.1395371974964,-1.13425184542881,0.260020573511778,0.514409962946505,-5.72442486509572,"No"
"WNT3A",-0.0366321311194611,7.1597492818838,-1.13411051369592,0.260079497548748,0.514443261469298,-5.72457976561535,"No"
"CNBP",-0.0483961170893998,9.8112844715289,-1.13403348828196,0.260111614953095,0.514443261469298,-5.72466417811573,"No"
"HEATR5B",0.0429739704058516,9.77751416728688,1.13398742324354,0.260130824098441,0.514443261469298,-5.7247146583484,"No"
"PEX5",0.045738512638037,8.53525708394593,1.13396251233284,0.260141212377957,0.514443261469298,-5.72474195606746,"No"
"GOLGA6C",-0.0715952153584016,7.24041134815691,-1.13377601687481,0.26021899349133,0.514519528398111,-5.7249463019201,"No"
"MMS22L",-0.067004112931218,5.93572069186123,-1.13374557813574,0.260231690042852,0.514519528398111,-5.72497965101191,"No"
"ISG20L2",-0.0451763579169207,8.94231968320084,-1.13363735611318,0.260276834952298,0.514557464771059,-5.72509821349673,"No"
"NT5C3A",0.0859292908046658,7.51343235670247,1.13336668960544,0.260389767884503,0.514729394572648,-5.72539469384592,"No"
"SLC8A3",0.0621066724428232,8.22754094026526,1.13306877619405,0.260514109237466,0.514923839606569,-5.7257209404506,"No"
"WHAMM",-0.0291062608308472,8.15813916640329,-1.13253881618424,0.260735404245383,0.515309862248876,-5.72630109734641,"No"
"TRMT112",-0.0464895494697135,11.6315304986777,-1.13233490814787,0.260820585244987,0.5154268229799,-5.72652424920341,"No"
"RTN2",-0.0528280674477646,8.49637813858495,-1.13226059402746,0.260851634265899,0.515436796855354,-5.72660556704784,"No"
"NDFIP1",-0.0509743935511473,10.7344548763177,-1.13198707098404,0.260965936762083,0.515611259287828,-5.72690482373026,"No"
"PNPLA2",-0.0409627750182473,9.31804889976711,-1.13161303385038,0.261122300176448,0.51583128497127,-5.72731393778878,"No"
"ATP11B",0.0495926356730898,8.9230038781492,1.13156544674654,0.26114219833826,0.51583128497127,-5.72736597819064,"No"
"BAG3",0.113566282782459,8.88228617829499,1.13147815727067,0.261178700501109,0.51583128497127,-5.72746143088602,"No"
"ZNF843",-0.0359764421183408,7.73830579489325,-1.13147173653532,0.261181385625619,0.51583128497127,-5.7274684518003,"No"
"RAB26",0.0455883107245931,9.5315102908846,1.13108167972661,0.261344542207297,0.516102098044954,-5.72789489686877,"No"
"PNPLA8",0.0676201829146965,9.56329488376371,1.13093137727917,0.261407431261396,0.516174869000364,-5.72805918298479,"No"
"REG3A",0.0645866464663287,4.11380410896741,1.13074569193267,0.261485139823835,0.516276885132259,-5.72826211472868,"No"
